Address,City,Degree,Experience,Feedback,Fees,Name,Rating,Specialization
Hope Trust,Hyderabad,"MPhil - Mental Health & Social Psychology, PhD -  Clinical Psychology",8,"My experience has been very positive. He has explained very clearly what my compulsions and obsessional thoughts are and how to overcome them. Since giving up or controlling a ritual action creates a lot of stress, I find it very difficult to do so. Dr. Vidhya Sagar has recommended a few exercises like deep breathing, which helps greatly in reducing stress. I would like to mention that Dr. Janardhan Reddy of NIMHANS, who is one of the foremost specialists in the country on OCD, advised me to seek CBT from Dr. Vidhya Sagar.,Vidhya Sagar is very friendly and listened patiently about my situation after that he explained exactly what is my problem and given solution and tips to over come my problem. I met doctor 4 to 5 times and every time I had good time with him.Now I am feeling well. I recommend this doctor. ",1200,Dr. Vidhya Sagar K   (PhD),5.0,Psychologist
Clove Dental,Hyderabad,BDS,9,,250,Dr. V.Rameshwar Rao,,Dentist
Apollo White Dental,Hyderabad,"BDS, MDS",19,"Though my teeth problem was a complicated one, The doctor has done the dental surgery very efficiently. ,It was excellent, well informed about steps of procedure makes you feel comfortable did the procedure very well without any pain ",300,Dr. Sukhwinder Bindra,,Dentist
Expert Dental Care,Hyderabad,"BDS, MDS - Conservative Dentistry & Endodontics",8,"Problem explanation is very good,Pain free root canal treatment, very friendly and  cool minded doctor, I strongly recommend.,Problem explanation is very good, cool minded doctor .,Doctor clearly explained me about the issue and the treatment was done accordingly, she was friendly and made sure about my comfort, Try this clinic and you’ll never regret on the experience.,Pain free root canal treatment, explained the problem , very well, very patient and empathetic doctor.",200,Dr. Athaluri Mounika,5.0,Dentist
Hegde Hospital,Hyderabad,"MBBS, DGO, DNB - Obstetrics & Gynecology, Fellowship in Reproductive Medicine",17,"I had to wait for 2 hrs before visiting  her, your appointment didn't work. It was very frustrating.",400,Dr. Jasmine Ramesh Salkar,4.0,Gynecologist/obstetrician
Apollo Hospital,Hyderabad,"MBBS, MD - Pulmonary Medicine",9,,500,Dr. Dinesh Reddy,4.5,Pulmonologist
Apollo Hospital,Hyderabad,"MBBS, DNB - Orthopedics/Orthopedic Surgery",17,"Matter of fact and to the point. Friendly attitude and willingness to explain the reasons of ailments to patient. , Did not prescribe in needed tests/examinations,Dr Mithin Aachi is very friendly, he carefully listens to all our problems , We are very impressed with his behaviour., Most experienced and good explainability. He studies our issue very deeply and comes up with best solution",700,Dr. Mithin Aachi,4.5,Orthopedist
Apollo Cradle,Hyderabad,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)",18,"I visited sunitha garu for my regular checkup during 3 month of pregnancy in medwise hospital. She is very supportive and deals the patient with utmost care. She has lot of patience. I would recommend her the best doctor for maternal care.,Actually we visited couple of doctors in the 2nd month of my wifes pregancy with some problem and they frightened us that why you taken that medicine without consulting that this etc...Literally we felt very bad thinking that if something happens...But we got to know Suneetha garu from one of my friend....In the first visit itself our total worry has gone she is one doctor who explains each and everything on particular issue very patiently.....we felt very happy then our journey continued with her...when ever we visit her she fills lot of confidence and energy in us with her utmost care and explanation in her very very busy schedule which impressed us a lot .....we had our second Kid very happily without any issues .... even after after delivery and discharge she use to enquire with her staff on our health are they completely recovered or not......Madam we really admire you what a patience you have and the care you  show towards the people who visit you is ultimate.....I will very Strongly recommend her...And please note now she is not doing in Apollo Cradel...She has her own hospital....Medwise Hospital...KPHB, Remedy Lane, Opposite to Global Edge School.,Way of explaining the issue is very good, she is friendly and cooperation, I can recommend her to others ",700,Dr. Suneetha Gudipati,3.5,Gynecologist/obstetrician
Apollo Hospital,Hyderabad,"MBBS, MS - General Surgery",15,"Three surgeons had a look at my problem and the Dr. Vigna Sai clearly explained about the problem, how the surgery would be performed and the total cost involved in it. Also he mentioned few do's and don'ts to be take care of aftee surgery.. Overall I was satisfied..",500,Dr. Vigna Sai,4.5,General Surgeon
Kaya Clinic,Hyderabad,"MBBS, MD - Dermatology , Venereology & Leprosy",7,,500,Dr. Ayiswarya Marreddy,,Dermatologist
"Eledent International Dental Hospital,Eledent International Digital Dentistry",Hyderabad,BDS,13,"Dr Shabir’s friendly nature created the spot to explain my dental issue in detailed way, got awesome treatment solution with his complete command on the procedure, spent worthful time in providing various solutions to my dental issues.,Its very brilliant more than i expect that the doctor done for me i feel better now and i will suggest all my friends too  and good luck for the future thank you",300,Dr. M.Shabeer Ahmed,"5.0,5.0",Dentist
"Prasad Hospital ,Prasad Hospital,Prasad Hospital",Hyderabad,"MBBS, DNB - General Surgery",17,,350,Dr. Gujar Basweshwar Shivanand,"4.5,5.0",General Surgeon
"Apollo Hospitals,Apollo Cradle",Hyderabad,"MBBS, MD - Obstetrics & Gynaecology",26,"The calmness with which she explained the issue to me and my wife was so refreshing and helped us understand the issue unlike our visits to other doctors. ,Very nice and cool doctor.she will explain with very patience and  strength.we never expect negative.,I went for the first pregnancy. She doesn't explain anything clearly. You will have lot of expectations for the first pregnancy but she won't say how to take care, any exercises to do, nothing. If we probe more she will answer that's all.,Not satisfactory. She Was not interested in taking care of patient nor giving proper response. Would not recommend to anyone. This is my second pregnancy and compared ",800,Dr. Priyamvada Reddy Cherukuru,"4.0,4.5",Gynecologist/obstetrician
Udai Omni Hospital,Hyderabad,"MBBS, MCh - Plastic Surgery",11,,500,Dr. J S Srinivas,4.5,Plastic Surgeon
Apollo Clinic,Hyderabad,DGO,41,I was told that the doctor i have booked appointment isn't available and she would be reaching hospital at 1am but I was given a slot at 11am,450,Dr. Tayi Yamuna,3.5,Gynecologist/obstetrician
Medicover Hospitals,Hyderabad,"MBBS, MS - Orthopaedics",9,,600,Dr. Vijay Kumar Reddy Gurram,3.5,Orthopedist
"Sunshine Hospitals,Sunshine Hospitals",Hyderabad,"MBBS, DGO, MRCOG(UK)",29,"Consultation experience was very nice, she was very nice and she made me comfortable on this, she was listening to my problems, she was very patient and it was easy to interact with her. Some other doctor referred to me about this doctor. I like to recommend her to my friends and family actually one of my friends already became her patient she is like having a check-up with already. The hospital facility is good but the thing is the food facilities from the canteen are not good it very much horrible actually the doctor was very famous and they are good but the only issue is with the food facilities the canteen thing should be improved.,Doctor is very friendly. She explained in detail about my problem. The way in which she explained about my problem impressed me a lot. Before I consulted her I was having some doubts about my health problem. After consulting Bhavani madam now I'm totally free from doubts. I am so happy now. Thanks to Bhavani madam garu.,Good experience, we had some medical issues. The doctor was listening to the problems and she explained about the problem am very satisfied, Her behaviour is good she is fine and patients and she explains that what are the things she prescribed medication and some tests. Hospital facilities were good enough. Waiting time was fine enough. Staff and nursing their fine.",650,Dr. Bhavani,"4.5,4.5",Gynecologist/obstetrician
Gleneagles Global Hospital,Hyderabad,"MBBS, MS - General Surgery",29,,800,Dr. Balbir Singh,4.0,Laparoscopic Surgeon
The Birthplace Clinic,Hyderabad,"MBBS, MS - ENT",17," I had various Nasal and respiratory problem which she have treated very well and cured me soon. My 5 year old daughter too had serious throat infection which she treated in accurate way. Other doctors insisted for a surgery which she avoided and got her well in no time. My entire family relies on her medical advice and always seeks her for treatment. Also she is always available on phone for any assistance needed if the person is not able to come to consult her which is very rare in medical industry. I give my full recommendation for all ENT problems to consult her,it was the good experience.I had throat infections and dr prescribed the medicine.Feeling better now.,I went for treatment of my daughter who is 4 years old., I had very severe ear ache and pus discharge  but the doctor said hospital does not have instruments to clean the pus and infection debris. She simply prescribed long list of medicines which didnt help me even in relieving earache . As a matter of fact, they have a separate ENT Dept. but they do not have any ENT instrument that are needed to diagnose and treat patients. Definately will not recommend KIMS hospital.",750,Dr. Nikhita Deshmukh,4.5,Ear-nose-throat (ent) Specialist
