Address,City,Degree,Experience,Feedback,Fees,Name,Rating,Specialization
RathiMed Speciality Hospital,Chennai,"MBBS, MS - Obstetrics & Gynaecology",9,"I delivered my son here 5yrs back by C- section.. since my 1st delivery was also cesarean ... the doctor was very friendly.. the hospital staff took very good care of me.. they guided me well.. even after the delivery...  overall had a good experience here... Thnq Dr. Praveena ,My wife developed a severe abdominal pain and was having a low Bp.We went to Rathimed Hospital took an appointment with Dr Praveena.,Dr.Praveena is very patient and answered all my questions.She makes the patient comfortable.I delivered in Rathi Med hospital and the staffs and doctors were very supportive and helpful ,Visited Doctor office two days back about Gyno  consultation. Doctor is very kind and courteous. She walked through the advantages of preventive medicine and stayed with me during the ultrasound checkup. She does not rush and takes considerable time in explaining and follow-up actions. I would strongly recommend this doctor to any one. Excellent bedside manner.",400,Dr. G.Praveena Ragunanthan,4.5,Gynecologist/obstetrician
Sai Skin and Laser Clinic,Chennai,"MBBS, MD - Dermatology, Diploma in Dermatology",33,"Last three months i am worried abut my skin. everyday i feel very badly. but once visit doctor. i am very happy on day today. ,we are satisfied with the treatment, but we are unable to get the appointment.  always we have to try for one week to get the phone line and sometimes the phone not pickedup,Given me appointment by 10:30PM(Porur) but delayed by 3 hours (almost slept, not only me Everyone), which i came to know is common.,Very bad experience ever. I have been waiting for more than 3 hours for token no.12 and still the receptionnist is not responding properly.The doctor is much busy with speaking to medical representatives, and more people consulted doctor without getting an appointments.",200,Dr. Manoharan,,Dermatologist
Radiance Skin And Hair Care,Chennai,"MBBS, MD - Dermatology",10,Worth visiting. Doctor was friendly enough and explaining about the issue was good. Will recommend him.,400,Dr. Senthil Sivaprakasam,,Dermatologist
Ortho & Trauma Clinic,Chennai,"Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MS - Orthopaedics, MBBS",17,,200,Dr. S. Prabhakar,,Orthopedist
Sai Neuro Clinic,Chennai,"MBBS, MD - General Medicine, DM - Neurology",22,"He was very confident in explaining the health problem. He also suggested medications. His words gave hope and confidence to us. Thank you.. Hoping for quick recovery. ,Very nice and cool, friendly nature. My father Balkishan Sahadev aged 75yrs was having parkinson problem for past 5months. On 05-3-17 i got appointment, and he has given 15days medicine. In 3rd day medicine which he has given worked very well.  My father was having homeopathy medicine since last 3months but did not respond. Dr. RV anand after seeing my father MRI report gave me courage and said he will be perfectly all right in few days. It was a miracle which i did not expect the medicine effected within 3 days. Now, the weakness treatment and disease which he had is going on and father is very happy with Doctor. Hence, i suggest that if any person having parkinson disease problem at early stage with proper report can approach Dr.R.V. anand. God bless Dr.anand . ,I took my mother Banumathi on complaint of giddiness. The doctor was very friendly and listened patiently to the complaints. The diagnosis was done , he did not suggest any unwanted tests or scans. My  mother got well within a couple of days with simple medicines suggested. Totally satisfied! ,Had a very bad experience with s visit with this doctor. He insisted on a scan center which charges triple the cost of other scan center. When we took same scan which he prescribed from another famous scan center for  cheaper rate he was not happy and it really showed on his reaction. For the charging Rs 700 for first consultation and charging Rs 500 for every revisit,wish he can be more patient friendly and do not treat patient bad just because they did not take take scan from where he referred. ",500,Dr. R.V.Anand,4.5,Neurologist
Fitness.Inc,Chennai,"BPTh/BPT, Msc - Advanced Sports Therapy and Rehabilitation Science",11,"It was really worth meeting him. I was suffering from a mild but prolonged pain. Now I’m having really good relief from it,He was so good in diagnosing the issue n giving right remedy n good physiotherapy  my problem reduced a lot in day 1 itslf :-) ,very much to the point with a solution and great relief. Dr. Vasanth clearly analyzes, understands the problem and explains with clarity which is convincing as we are the better judges of our physical condition.  ",200,Dr. Vasanth Kumar   (Physiotherapist),4.5,Physiotherapist
Sun Eye Care Centre,Chennai,"MBBS, DO",16,"My mother cataract surgery done. Nice vision nowadays. I thank doctor and recommend others too. Visited for poor vision and suffering with that. Doctor check up discussion and explained well,She listened well to the problem. Examined and clearly explained the problem and treatment details.  I recommend her . ,The doctor was very friendly and explained everything in detail. Ready to listen patient's concern. Overall a very good experience. They only accept cash payment. In digital era they should be having an alternate mode of payment as well. we have so many options available now a days. ,She explained the problem to us clearly.she is keen in observing our problem and giving correct consultation.Gave correct treatment and medicines.",300,Dr. K. P. Shanmuga Priya,5.0,Ophthalmologist
The Face - Oral And Faciomaxillary Center,Chennai,"MDS - Oral & Maxillofacial Surgery, BDS",6,"He is too friendly and explains the treatment elaborately. Actually I went to this doctor to remove my skin tags on my face. He removed my skin tags by plasma treatment and asked me to come for review twice. Now I am perfectly alright. Thank you doctor.!! I strongly recommend this doctor for face and tooth related problems. ,So far I have received 2 treatments from The Face, Laser frenectomy  and lingual braces. My alignment got corrected much earlier than expected with was amazing. One point I have to stress on is the follow up that the doctor does. The other thing i like about them is that they suggest various options to go about our problem and help us figure out the best procedure that caters to our ability. Overall a trustworthy and sincere team to take care of your oral health.,I was surprisingly shocked with my first appointment with how friendly the doctor is . I was very sceptical on getting braces or fillers at first. He clearly explained the problem and gave options to choose from what you are comfortable with.  Had my lingual braces done on the very next appointment. Anxiously waiting to see how it's going to turn out. ,Very proficient, dedicated to his craft and easily approachable. As a IT employee myself who struggles to have a proper doctor appointment due to work timings, he meets you even after 10 PM.",200,Dr. Moulvi.S.M.M,5.0,Dentist
Spot Hospital,Chennai,"MBBS, Diploma in Orthopaedics, MS - Orthopaedics",37,"Highly recommended. Couldn't ask for a better experience. Dr.Ramesh Babu and his son always know how to take care of their patients from check-in to check-out. I was known, that I was getting the best care available. He and his son Siddharth genuinely took care of me so well throughout the treatment. They both had the patience to listen and was helpful in answering all of my questions regarding my surgery. Every, aspect of the treatment was top-notch I was also treated as one of their family members. I would recommend Dr.Ramesh babu to anyone who is looking for knee-replacement surgery. High-quality care in a friendly, comfortable environment.,He was very kind and friendly. He clearly explained about the causes and treatment for my health issue. He was very concerned.,The experience with the doctor is fine. He has done surgery well and i am feeling better because of his treatment and he has given me some vauable suggestions.,Good, doctor was hearing the problem very carefully.... His advice was motivating...I would recommend to my known circles.",400,Dr. S Ramesh Babu.,5.0,Orthopedist
DR Krishnakanth Skin Clinic,Chennai,"MBBS, MD - Dermatology , Venereology & Leprosy",19,"The staff are courteous and Dr clearly explained the problem and gave medications. I am really happy with the results.Thank you Dr Krishnakanth,Doctors communication good and so responsible staff. Treatments are so satisfying and main thing doctors friendliness is so good.",300,Dr. M.Krishnakanth,,Dermatologist
